Spectrum,mean_B,std_B,mean_V,std_V,mean_U,std_U,mean_UVW2,std_UVW2,mean_UVM2,std_UVM2,mean_UVW1,std_UVW1
iPTF14bdn,0.28329844996724507,0.0025365654092582173,0.19882304869618928,2.723171999614488e-07,0.43423560534036726,1.2660475376473534e-05,0.587605639197248,0.0015233827838091933,0.7572237113915303,7.297058708602414e-05,0.5743562761398211,0.0009509708748859875
SN2011by,0.18798541744138753,0.0004275482357538769,0.13664809946400425,6.191038212766397e-07,0.24184435574683505,1.5467418856253066e-05,0.31195712520373853,0.0009059716727300576,0.4012911182732317,6.496211187015664e-05,0.290541246320279,0.0005627853175666621
SN2009Y,1.1873107655884745,0.0,0.8583941621993886,1.1138690870659084e-16,1.4833056900871606,2.227738174131817e-16,1.9606433270038934,0.0,2.4677154664125673,0.0,1.752754139833005,0.0
SN2008hv,-0.003943137351819577,0.002360405676391425,-0.0025408481171934247,1.420591406773754e-06,0.06254362709209242,7.1177063416737415e-06,0.10694220526130256,0.0003606759343823239,0.13282994600318312,2.6696549663990478e-05,0.12908903774610536,0.0001911943585744928
