Template,RMSE,W2V_MW,M2V_MW,W1V_MW,UV_MW,BV_MW,W2V_Z,M2V_Z,W1V_Z,UV_Z,BV_Z,W2V_HOST,M2V_HOST,W1V_HOST,UV_HOST,BV_HOST,W2V_TOT,M2V_TOT,W1V_TOT,UV_TOT,BV_TOT
SN2021fxy_2.7_-0.5_.csv,0.006540940392139692,0.03246320140580039,0.05354896179259683,0.027181272238831156,0.021237207730511187,0.012244244097505685,0.025665106416084882,0.0286110691216237,0.029099935444861558,0.015517122387851856,-0.001803334897768849,0.3456752797438014,0.5541136442955334,0.27781293810874175,0.2043890825363981,0.11581981004760067,0.4038035875656867,0.636273675209754,0.33409414579243446,0.24114341265476114,0.1262607192473375
foley0.95_1.8_-0.1_.csv,0.007118623208679838,0.03210078385462012,0.05096288505345825,0.026909675540977673,0.021000714199658432,0.011782045730456048,0.018193926709255237,0.028932368116311835,0.028001515574796798,0.0103554941389703,-0.0037608143464638033,0.3397636618689006,0.527928741400288,0.27445719747921515,0.20224842068272508,0.11123388166106452,0.39005837243277597,0.6078239945700581,0.3293683885949896,0.23360462902135382,0.11925511304505676
foley1.0_3.1_-0.2_.csv,0.004857502563979765,0.0329504649552419,0.05211041546987616,0.026989183297498442,0.020961701047017556,0.011775945919776376,0.017737942069434354,0.026553410025911717,0.02753898786771458,0.0108369975743976,-0.0038143835691748507,0.349788105151692,0.5395591249035441,0.2755015159136356,0.2018246517393507,0.11117909979242313,0.40047651217636826,0.618222950399332,0.3300296870788486,0.23362335036076587,0.11914066214302466
foley0.95_2.7_-0.2_.csv,0.004086077207037475,0.03231147612067886,0.05120850318564152,0.0269711813826774,0.020998970962534003,0.011794657360074012,0.01830246545330283,0.028622916969830214,0.028090974283006886,0.01043409867494205,-0.0037999237425765386,0.3421237109003563,0.5304317496947846,0.2751229796975103,0.2022376006209896,0.11135775217195132,0.392737652474338,0.6102631698502563,0.3301851353631946,0.23367067025846566,0.11935248578944879
foley1.05_2.7_-0.2_.csv,0.008473377504877314,0.03436150802995641,0.053500075794133295,0.027269084213450867,0.02094414116951171,0.011775546835835371,0.017084023403427295,0.02362428437739794,0.02700401565700261,0.010993503408421645,-0.003943774588890392,0.3658575203382881,0.5534717901500983,0.27870248997647806,0.2016342331750529,0.11117782390740771,0.4173030517716718,0.6305961503216295,0.33297558984693154,0.23357187775298627,0.11900959615435269
foley1.05_1.8_-0.1_.csv,0.006910891348957313,0.034112392289227245,0.05325472111968921,0.02719860213626646,0.020945864682609283,0.011762923218935128,0.01698437514713902,0.023923648296729993,0.026927411133570445,0.01091555553211876,-0.0039047058371295407,0.36309991948978393,0.5509958334191012,0.2779334793230177,0.20164494720748394,0.11105386880241497,0.4141966869261502,0.6281742028355204,0.3320594925928546,0.23350636742221198,0.11891208618422056
foley1.0_2.7_-0.2_.csv,0.004315705017071558,0.03335358004516564,0.0524461590106462,0.027118685670750153,0.020971935048965662,0.0117851192067846,0.017684985080048676,0.02593158165417009,0.027552739314970154,0.010709538744581693,-0.0038712046273268186,0.3542531422816886,0.5429167796213221,0.27689618307336517,0.20194003129648053,0.11126795961758518,0.4052917074069029,0.6212945202861384,0.3315676080590855,0.23362150509002788,0.11918187419704296
foley0.95_3.1_-0.2_.csv,0.007436016245319327,0.03194116369199662,0.0508720554151445,0.026848379475335804,0.02098863722229538,0.01178548748507069,0.018343220188910436,0.029242427444540198,0.028067593779141475,0.010562964420945065,-0.0037430161816480734,0.3379965812887029,0.5270501900322238,0.27380483908083164,0.20212106481125858,0.11126891640128633,0.38828096516960997,0.6071646728919085,0.3287208123353089,0.23367266645449902,0.11931138770470895
foley1.0_1.8_-0.1_.csv,0.005027100742301577,0.033122642296664395,0.05219958419144888,0.027052717680501104,0.020973668369776988,0.011772501495318721,0.017581337355686344,0.02623789778941088,0.027469700277034548,0.010631261940062586,-0.0038321172270983084,0.3516805193496424,0.5404173904652971,0.2761790167562097,0.20195079697056073,0.11114404599992511,0.40238449900199313,0.6188548724461569,0.33070143471374536,0.2335557272804003,0.11908443026814552
foley1.05_3.1_-0.2_.csv,0.006244590405143523,0.03392910982317332,0.053167695039540774,0.0271327995578865,0.020934012046527783,0.011766370260289705,0.017147498874795275,0.02424227341622398,0.026999927250734856,0.011119484759689158,-0.0038870391241090374,0.3611008112810481,0.550161705546028,0.27723056821253067,0.20152006713129467,0.11108894115601231,0.4121774199790167,0.6275716740017927,0.331363295021152,0.2335735639375116,0.11896827229219298
