Template,RMSE,W2_MW,M2_MW,W1_MW,U_MW,B_MW,V_MW,W2_Z,M2_Z,W1_Z,U_Z,B_Z,V_Z,W2_HOST,M2_HOST,W1_HOST,U_HOST,B_HOST,V_HOST,W2_TOT,M2_TOT,W1_TOT,U_TOT,B_TOT,V_TOT
foley1.75_3.1_-0.1_.csv,0.01651271878054562,0.0674637209157396,0.08041625029764177,0.05514908408994046,0.04815138833211563,0.040857956372700954,0.03128596683664142,0.023220929038032523,0.021350599713944263,0.042067312662641854,0.033187868528518294,-0.01008067117042799,0.0013372086388159232,0.24641756422488115,0.2955916862192005,0.19424892931886362,0.1623806801645138,0.13406614089431557,0.0983785432542632,0.33710221417865327,0.39735853623078654,0.29146532607144593,0.24371993702514771,0.16484342609658853,0.13100171872972055
foley1.65_3.1_-0.1_.csv,0.01677373705719619,0.06636068057634148,0.07998687989233133,0.054849538138473264,0.04822171535025177,0.04087418943213805,0.03128535755066508,0.024832189629826473,0.023892144053515807,0.04479237712091688,0.031012958920129563,-0.010130973875227767,0.0009254741917423814,0.24187999108156077,0.2938090480888924,0.19302698469496704,0.1626703263940783,0.1341240214437569,0.09837422241793803,0.3330728612877287,0.39768807203473955,0.2926688999543572,0.24190500066445964,0.1648672370006672,0.1305850541603455
foley1.7_3.1_-0.2_.csv,0.01705774022949793,0.06793083897749597,0.08068153780073217,0.05538646878697051,0.048201286725433334,0.040892917121290395,0.031291476083392666,0.023474859262268666,0.02014848052045437,0.042602772943350686,0.03148781004577472,-0.010842531660646415,0.0006572418230561539,0.2482579185928131,0.2966473053835905,0.19521249486649594,0.16258652829785802,0.1341973636979894,0.09839576502798764,0.33966361683257773,0.39747732370477706,0.29320173659681714,0.24227562506906608,0.16424774915863338,0.13034448293443646
foley1.7_2.7_-0.1_.csv,0.014437260030612842,0.06716715057838485,0.08031745486549369,0.055092427801387345,0.04819128194467481,0.04087054843844484,0.03128637244923027,0.023853230864471442,0.021963565629839366,0.04326362502893488,0.03191734407220537,-0.010227974089573877,0.0010696653747288565,0.24517831785326294,0.29516807421234503,0.19401718968432746,0.1625449944566384,0.13411210910596694,0.09837872000484893,0.33619869929611923,0.3974490947076781,0.2923732425146497,0.24265362047351857,0.1647546834548379,0.13073475782880806
foley1.65_1.8_-0.1_.csv,0.01349896062499674,0.06756351434276553,0.0805169457770063,0.0553026731103472,0.04824225076720268,0.0408959341054107,0.03128883867356791,0.024014823332365154,0.020892050264524897,0.043920864402196,0.030190966121267593,-0.010727041884319277,0.0006335653298989996,0.24673125024772702,0.2959474867800118,0.1948734308819482,0.16275574628533818,0.13420679676561065,0.09838573572895726,0.3383095879228577,0.397356482821543,0.2940969683944914,0.24118896317380845,0.16437568898670207,0.13030813973242417
foley1.75_2.7_-0.1_.csv,0.015886014452677212,0.06771350620703487,0.08052209433263968,0.055247081417316934,0.048155406464889694,0.04086242082740199,0.03128667999240875,0.02305913034294349,0.020750436028073693,0.04187450477365573,0.03302708916485386,-0.01020256386058449,0.0012776227631370318,0.2474227706993588,0.2960185352785025,0.19464881280758917,0.16239734709635556,0.13408312426324898,0.09838089996023314,0.33819540724933717,0.3972910656392159,0.29177039899856183,0.24357984272609912,0.16474298123006648,0.13094520271577892
foley1.7_1.8_-0.1_.csv,0.017427421915298207,0.06812739527456557,0.08072950962124636,0.05546640631668964,0.04820727780873213,0.040887835539255235,0.03128914017391082,0.023210720060230727,0.019628842419983528,0.04252231437627785,0.03127685670660085,-0.010700861036127662,0.0008380125532383431,0.249043178815338,0.2968307832293675,0.19554157011035755,0.1626114495545572,0.13417789500585187,0.09838787109555014,0.3403812941501343,0.3971891352705974,0.29353029080332504,0.24209558406989018,0.16436486950897944,0.1305150238226993
foley1.65_2.7_-0.1_.csv,0.0142925853999968,0.0666077298949439,0.08009682677082708,0.05494117878400928,0.04822591396014175,0.04087865167609195,0.031286070805464306,0.024666133129368717,0.023270216951665645,0.04462063888532697,0.030845021135505135,-0.010253308520045579,0.0008656583474149215,0.2428776126980381,0.29425236785845144,0.1934005905997047,0.16268778727760846,0.13414100739212031,0.0983765810499122,0.3341514757223507,0.39761941158094416,0.29296240826904096,0.24175872237325535,0.16476635054816668,0.13052831020279143
foley1.65_3.1_-0.2_.csv,0.013550748734489986,0.06736680080727453,0.08046761165788752,0.0552249700992995,0.04823607449686662,0.040901014338409425,0.031291175673736404,0.024277854185015713,0.02141518518420682,0.04399308157122661,0.030408547491809657,-0.010868963775898521,0.00045236331325781975,0.24594386740438523,0.29575865464329354,0.19455359681003515,0.16273006030229453,0.134226267137457,0.09839363439499138,0.33758852239667547,0.3976414514853879,0.29377164848056125,0.2413746822909708,0.1642583176999679,0.1301371733819856
foley1.7_3.1_-0.1_.csv,0.015987630157252245,0.06691849001839856,0.08020960495860407,0.05499762774853423,0.04818717077392165,0.040866085057849943,0.03128565924344073,0.02401746657575643,0.022574399226037656,0.0434459198689261,0.03208179964075342,-0.010105859992535215,0.0011293673076728794,0.2441759128582781,0.29473315821690704,0.19363053740373104,0.16252791938323696,0.13409512433386084,0.09837636232630942,0.3351118694524331,0.3975171624015488,0.29207408502119137,0.24279688979791203,0.16485534939917557,0.13079138887742303
