Template,RMSE,W2_MW,M2_MW,W1_MW,U_MW,B_MW,V_MW,W2_Z,M2_Z,W1_Z,U_Z,B_Z,V_Z,W2_HOST,M2_HOST,W1_HOST,U_HOST,B_HOST,V_HOST,W2_TOT,M2_TOT,W1_TOT,U_TOT,B_TOT,V_TOT
foley1.35_3.1_0.0_.csv,0.015856665097158374,0.3959599724644889,0.4959737277768568,0.3404572502556462,0.3060780900668476,0.2585771590468262,0.19748927937090954,0.0500325598448228,0.05311698705635237,0.08780183687211363,0.03622468434672399,-0.01580245160846161,0.0015472424700035958,-0.2709660936189735,-0.3442338755522485,-0.2281257157066534,-0.19746939811716402,-0.16224150195658993,-0.11887268991143785,0.17502643869033818,0.20485683928096066,0.20013337142110643,0.14483337629640758,0.08053320548177467,0.0801638319294753
foley1.4_2.7_0.0_.csv,0.01652766878945387,0.40006636099796467,0.49830012590629735,0.3413096582666775,0.30589244870345667,0.2585252178007522,0.19749055931280424,0.0484494670830351,0.04956937987304855,0.08577317146639629,0.037519425928397965,-0.015742548898398212,0.0017940034192029941,-0.2741152571725003,-0.34613674426409347,-0.22871354234992225,-0.19732793356450173,-0.16220719032530084,-0.11887501314230065,0.17440057090849947,0.20173276151525243,0.19836928738315152,0.1460839410673529,0.08057547857705316,0.08040954958970659
foley1.45_3.1_0.0_.csv,0.018955170620509748,0.40407105740150584,0.5004077173165804,0.3421790418559354,0.30570066306823307,0.2584731193345746,0.19749186305480748,0.04690912073714415,0.04635198676593433,0.0837018382103949,0.038855632846686916,-0.015682465311041227,0.0020452948672442517,-0.27719260957179515,-0.3478707789585549,-0.22931519622678564,-0.1971821345428033,-0.1621727780801372,-0.11887737848990554,0.17378756856685484,0.19888892512395984,0.19656568383954465,0.14737416137211667,0.0806178759433962,0.0806597794321462
foley1.35_3.1_-0.1_.csv,0.010839775587452142,0.4018411694243511,0.4993687411584915,0.34238328408001806,0.306178307756543,0.258745132599568,0.19752800330537923,0.049076961296844246,0.04852566180021256,0.08684354826181107,0.035159579114399264,-0.017046790327285066,0.0007350636803167276,-0.27544300641393704,-0.346921394965797,-0.22955462312388164,-0.19754806681867265,-0.16236523039145467,-0.11889617502511385,0.1754751243072583,0.20097300799290707,0.19967220921794748,0.1437898200522696,0.07933311188082826,0.07936689196058211
foley1.45_1.8_0.0_.csv,0.018955170620509748,0.40407105740150584,0.5004077173165804,0.3421790418559354,0.30570066306823307,0.2584731193345746,0.19749186305480748,0.04690912073714415,0.04635198676593433,0.0837018382103949,0.038855632846686916,-0.015682465311041227,0.0020452948672442517,-0.27719260957179515,-0.3478707789585549,-0.22931519622678564,-0.1971821345428033,-0.1621727780801372,-0.11887737848990554,0.17378756856685484,0.19888892512395984,0.19656568383954465,0.14737416137211667,0.0806178759433962,0.0806597794321462
foley1.35_2.7_-0.1_.csv,0.012331556360136478,0.403311021223562,0.5001366723521734,0.34287198380371464,0.30620848391400557,0.2587730569917177,0.19753279734725737,0.048792852182000246,0.047408580406294476,0.08662598293412671,0.03485387548341379,-0.01725279678098346,0.0006316941385335895,-0.2765599025740748,-0.34752537113222104,-0.22991842432744747,-0.1975714743747723,-0.1623857554062198,-0.1188990359147084,0.17554397083148743,0.20001988162624684,0.19957954241039388,0.14349088502264706,0.07913450480451445,0.07926545557108255
foley1.35_2.7_0.0_.csv,0.015856665097158374,0.3959599724644889,0.4959737277768568,0.3404572502556462,0.3060780900668476,0.2585771590468262,0.19748927937090954,0.0500325598448228,0.05311698705635237,0.08780183687211363,0.03622468434672399,-0.01580245160846161,0.0015472424700035958,-0.2709660936189735,-0.3442338755522485,-0.2281257157066534,-0.19746939811716402,-0.16224150195658993,-0.11887268991143785,0.17502643869033818,0.20485683928096066,0.20013337142110643,0.14483337629640758,0.08053320548177467,0.0801638319294753
foley1.4_3.1_0.0_.csv,0.01652766878945387,0.40006636099796467,0.49830012590629735,0.3413096582666775,0.30589244870345667,0.2585252178007522,0.19749055931280424,0.0484494670830351,0.04956937987304855,0.08577317146639629,0.037519425928397965,-0.015742548898398212,0.0017940034192029941,-0.2741152571725003,-0.34613674426409347,-0.22871354234992225,-0.19732793356450173,-0.16220719032530084,-0.11887501314230065,0.17440057090849947,0.20173276151525243,0.19836928738315152,0.1460839410673529,0.08057547857705316,0.08040954958970659
foley1.45_2.7_0.0_.csv,0.018955170620509748,0.40407105740150584,0.5004077173165804,0.3421790418559354,0.30570066306823307,0.2584731193345746,0.19749186305480748,0.04690912073714415,0.04635198676593433,0.0837018382103949,0.038855632846686916,-0.015682465311041227,0.0020452948672442517,-0.27719260957179515,-0.3478707789585549,-0.22931519622678564,-0.1971821345428033,-0.1621727780801372,-0.11887737848990554,0.17378756856685484,0.19888892512395984,0.19656568383954465,0.14737416137211667,0.0806178759433962,0.0806597794321462
foley1.4_3.1_-0.1_.csv,0.01636946473111539,0.4060832405020136,0.5016218584083454,0.34331647531545784,0.30599167129319227,0.2586932830947113,0.1975292837845295,0.04748715011840687,0.04509034669884926,0.08473612578428913,0.0364672613162611,-0.016985009512232807,0.0009829257332469865,-0.27869925602368895,-0.34877290658818083,-0.2302020007712322,-0.19740563704043268,-0.1623309175609151,-0.11889848802382019,0.17487113459673154,0.19793929851901382,0.19785060032851476,0.1450532955690207,0.07937735602156337,0.07961372149395629
foley1.35_1.8_0.0_.csv,0.015856665097158374,0.3959599724644889,0.4959737277768568,0.3404572502556462,0.3060780900668476,0.2585771590468262,0.19748927937090954,0.0500325598448228,0.05311698705635237,0.08780183687211363,0.03622468434672399,-0.01580245160846161,0.0015472424700035958,-0.2709660936189735,-0.3442338755522485,-0.2281257157066534,-0.19746939811716402,-0.16224150195658993,-0.11887268991143785,0.17502643869033818,0.20485683928096066,0.20013337142110643,0.14483337629640758,0.08053320548177467,0.0801638319294753
