Template,RMSE,W2_MW,M2_MW,W1_MW,U_MW,B_MW,V_MW,W2_Z,M2_Z,W1_Z,U_Z,B_Z,V_Z,W2_HOST,M2_HOST,W1_HOST,U_HOST,B_HOST,V_HOST,W2_TOT,M2_TOT,W1_TOT,U_TOT,B_TOT,V_TOT
SN2011by_1.8_0.0_.csv,0.01225717847199446,0.8955875596414984,1.1598236802506001,0.797864657391397,0.729455349239359,0.6132173785642152,0.4651606227238183,0.17957738157276992,0.14662437644147985,0.23494811541384308,0.00418326899349708,-0.026763100316408384,-0.015795212374271728,0.6780568647815883,0.8525448454735383,0.5788070918765911,0.49679471991609603,0.4065442937731838,0.29207476322820725,1.7532218059958566,2.1589929021656182,1.6116198646818312,1.230433338148952,0.9929985720209906,0.7414401735777538
SN2011by_2.7_0.0_.csv,0.01225717847199446,0.8955875596414984,1.1598236802506001,0.797864657391397,0.729455349239359,0.6132173785642152,0.4651606227238183,0.17957738157276992,0.14662437644147985,0.23494811541384308,0.00418326899349708,-0.026763100316408384,-0.015795212374271728,0.6780568647815883,0.8525448454735383,0.5788070918765911,0.49679471991609603,0.4065442937731838,0.29207476322820725,1.7532218059958566,2.1589929021656182,1.6116198646818312,1.230433338148952,0.9929985720209906,0.7414401735777538
SN2011by_3.1_0.0_.csv,0.01225717847199446,0.8955875596414984,1.1598236802506001,0.797864657391397,0.729455349239359,0.6132173785642152,0.4651606227238183,0.17957738157276992,0.14662437644147985,0.23494811541384308,0.00418326899349708,-0.026763100316408384,-0.015795212374271728,0.6780568647815883,0.8525448454735383,0.5788070918765911,0.49679471991609603,0.4065442937731838,0.29207476322820725,1.7532218059958566,2.1589929021656182,1.6116198646818312,1.230433338148952,0.9929985720209906,0.7414401735777538
SN2011fe_2.7_0.3_.csv,0.015523844843697274,0.9337991890647146,1.1859513568316835,0.800463861006758,0.7275022336776473,0.6124706607302954,0.46486974344496446,0.16025965880357518,0.1018334818162181,0.21781650562973454,0.013803279253128409,-0.022912562098653666,-0.008684565740782801,0.7113126001970436,0.8734041913912911,0.581475095138881,0.49523984314060954,0.40614101736651875,0.29204704323051445,1.8053714480653333,2.1611890300391927,1.5997554617753735,1.2365453560713853,0.9956991159981605,0.7482322209346961
SN2011fe_3.1_0.3_.csv,0.015066502005637479,0.9442864835964038,1.1915655588940375,0.8038634863693623,0.7277446888902794,0.6126587602517759,0.4649133631450155,0.1579073562372102,0.09414899720101744,0.21643203076419582,0.01181700481564718,-0.02427048944298349,-0.009770433287492608,0.7196504060357647,0.8778339672640847,0.5841623261708513,0.4954226736585383,0.40629228683063445,0.29207565748807696,1.8218442458693787,2.1635485233591396,1.6044578433044094,1.234984367364465,0.9946805576394269,0.7472185873455999
foley1.05_1.8_-0.1_.csv,0.015965576867191463,0.9174741818957628,1.176650848532411,0.8012691640944674,0.7288126350256761,0.6136772580324958,0.4662037849948035,0.12530829771067786,0.11948511168760234,0.2224937511086047,0.03179302965893882,-0.034479539552290106,0.00666586736393171,0.6978989691167676,0.8687593327073593,0.581678712637455,0.49541095863831686,0.4067976393717352,0.2964601314675015,1.7406814487232083,2.1648952929273726,1.605441627840527,1.2560166233229317,0.9859953578519409,0.7693297838262367
foley1.0_2.7_-0.2_.csv,0.016757806890331333,0.9054544276320158,1.1671863595109286,0.7994254367665157,0.7292378028109745,0.6140017414617986,0.46626020804744783,0.1301118981784164,0.13316375520824053,0.22692424231933472,0.0294454902985386,-0.036240617147019094,0.005431670248334797,0.6871609622897203,0.8611646427054964,0.5800672800460873,0.49573902736762676,0.4070398816026284,0.29649384791138544,1.7227272881001525,2.1615147574246656,1.6064169591319377,1.2544223204771399,0.9848010059174079,0.7681857262071681
foley1.0_1.8_-0.1_.csv,0.017106427971525808,0.9020577415360123,1.164408629655913,0.7983516752125794,0.7292098526804409,0.6138051490191359,0.4661929334862229,0.13050546475166414,0.13627541836893897,0.2276300096859174,0.029811583642818107,-0.0347858660109992,0.0066640748395130345,0.6841735018759465,0.8587289774701112,0.5792235014220353,0.49571267594673074,0.4068809927169319,0.29645511698625526,1.716736708163623,2.1594130254949633,1.605205186320532,1.2547341122699898,0.9859002757250686,0.7693121253119912
foley1.1_2.7_-0.1_.csv,0.017393568506742237,0.9193400548277602,1.179424903086943,0.8000790163048244,0.7280801700397248,0.613303375160779,0.4661625885391736,0.12288853951538314,0.11538829818143981,0.21890241253716525,0.03666828989518933,-0.03237614927776988,0.007639332372448848,0.7002807733057992,0.8712833027402205,0.5808987675192228,0.4948543360848099,0.40651793925956525,0.29643693815459926,1.7425093676489425,2.1660965040086033,1.5998801963612124,1.259602796019724,0.9874451651425744,0.7702388590662217
foley1.05_3.1_-0.2_.csv,0.016288086420787405,0.9147087265346912,1.1754402891156879,0.8003681316095772,0.7286733844958064,0.6137477690967721,0.4662441069251706,0.12615289548508457,0.12178401959715401,0.22247371319109277,0.03290831610426892,-0.035006963290484805,0.005935494020647525,0.6957818191393308,0.8680393876312245,0.5809695760506379,0.49530887153137826,0.40685556804329437,0.29648420047920254,1.7366434411591065,2.1652636963440663,1.603811420851308,1.2568905721314536,0.9855963738495817,0.7686638014250207
